2 33 21 64 56 11 1 90 68 88 27 42 49 32 60 16 48 8 26 87 38 19 85 13 47 6 0 54 53 24 75 77 65 31 5 30 55 43 23 35 14 81 34 71 73 25 12 45 39 70 83 28 89 3 9 52 69 37 72 4 62 61 84 10 46 20 15 44 91 59 79 51 76 82 40 17 36 78 29 92 86 7 22 50 67 74 18 80 41 57 58 66 63 
37 85 3 2 13 88 63 91 20 46 56 19 40 31 7 42 89 24 45 1 58 30 50 78 39 44 87 84 55 86 81 43 69 66 61 74 32 62 48 18 70 90 25 5 76 12 0 54 52 35 49 16 4 21 8 68 71 15 9 79 80 73 22 64 77 65 83 57 36 28 72 67 33 41 27 82 38 47 14 75 26 92 34 51 29 6 17 59 60 11 23 10 53 
82 40 0 51 67 43 73 64 57 48 49 89 81 13 42 63 26 17 56 32 36 45 1 39 44 55 90 88 30 80 86 20 54 50 8 47 25 19 4 24 59 31 78 52 58 35 76 16 72 29 91 69 15 5 41 75 84 92 70 2 87 74 11 79 22 77 37 34 68 3 14 85 12 9 46 33 71 62 23 60 83 65 53 7 28 6 61 38 21 66 10 27 18 
32 18 63 68 41 60 80 86 1 64 92 56 66 49 7 74 57 8 26 87 38 19 85 13 47 6 0 54 53 24 75 77 65 31 5 30 55 43 23 35 14 81 34 71 73 25 12 45 39 70 83 28 89 3 9 52 69 37 72 4 62 61 84 10 46 20 15 44 91 59 79 51 76 82 40 17 36 78 22 58 50 21 16 90 11 29 67 27 42 88 2 48 33 
23 60 3 2 13 88 63 91 20 46 56 19 40 31 7 42 89 24 45 1 58 30 50 78 39 44 87 84 55 86 81 43 69 66 61 74 32 62 48 18 70 90 25 5 76 12 0 54 52 35 49 16 4 21 8 68 71 15 9 79 80 73 22 64 77 65 83 57 36 28 72 67 33 41 27 82 38 47 14 75 26 92 34 51 29 37 59 17 6 10 85 11 53 
8 26 36 84 90 50 2 42 72 65 51 77 27 44 79 15 82 87 37 1 92 81 76 0 38 17 43 78 67 32 29 52 13 70 58 25 62 60 59 4 73 18 31 54 23 74 21 20 91 83 69 86 66 49 14 88 16 28 75 80 19 61 3 46 11 22 5 34 68 53 7 71 10 41 57 24 63 48 40 56 45 9 89 33 35 12 64 39 47 55 6 30 85 
41 40 90 29 67 16 80 86 1 64 92 56 66 49 7 74 57 8 26 87 38 19 85 13 47 6 0 54 53 24 75 77 65 31 5 30 55 43 23 35 14 81 34 71 73 25 12 45 39 70 83 28 89 3 9 52 69 37 72 4 62 61 84 10 46 20 15 44 91 59 79 51 76 82 22 33 48 32 2 60 68 88 78 42 11 58 63 36 21 50 17 27 18 
23 32 3 2 13 88 63 91 20 46 56 19 40 31 7 42 89 24 45 1 58 30 50 78 39 44 87 84 55 86 81 43 69 66 61 25 62 60 48 18 70 90 74 5 76 12 0 54 52 35 49 16 4 21 8 68 71 15 9 79 80 73 22 64 10 65 83 57 36 28 72 67 33 41 27 82 38 47 14 75 26 92 34 51 29 37 59 17 6 77 85 11 53 
8 26 36 84 90 50 2 42 72 65 51 77 27 44 79 15 82 87 37 1 92 81 76 0 38 17 43 78 67 60 29 52 13 70 58 74 32 62 59 4 73 18 31 54 23 25 21 20 91 83 69 86 66 49 14 88 16 28 75 80 19 61 3 46 11 22 5 34 68 53 7 71 10 41 57 24 63 48 40 56 45 9 89 33 35 12 64 39 47 55 6 30 85 
59 17 73 15 36 57 33 60 84 47 31 21 68 55 65 89 64 5 58 72 63 3 18 44 38 34 61 46 43 42 83 32 45 35 8 69 81 30 37 85 56 6 23 16 88 40 24 54 39 28 25 76 4 20 49 77 91 75 78 80 14 51 19 0 41 92 86 82 53 66 26 90 70 29 71 11 52 13 48 9 27 50 7 12 87 2 67 79 1 22 62 74 10 
