15 92 24 44 70 17 66 42 85 14 79 26 18 5 73 38 25 67 2 82 13 27 37 20 39 78 8 16 87 23 28 52 12 31 59 6 90 63 81 0 57 35 43 10 34 89 45 58 4 74 49 47 55 30 71 86 54 9 68 83 53 21 51 7 22 65 29 41 11 48 40 77 61 75 56 19 32 91 88 3 36 1 60 80 84 33 72 64 46 62 69 76 50 
28 30 67 59 68 26 25 47 85 81 40 4 86 63 39 89 87 11 44 13 56 37 92 5 34 73 2 69 54 83 27 24 65 50 55 53 60 88 52 78 7 51 75 80 76 61 74 9 38 8 18 31 6 58 42 29 64 23 46 72 0 20 48 1 15 90 12 16 32 45 70 49 21 66 33 84 62 36 79 3 57 91 77 22 14 10 19 35 41 43 17 82 71 
92 41 33 21 59 91 45 44 40 32 22 66 78 69 52 25 88 79 63 84 26 39 29 7 36 42 1 58 86 12 80 38 83 24 70 89 19 67 10 55 50 76 90 35 62 30 5 61 27 81 47 57 43 71 9 87 34 77 53 6 4 0 82 60 48 54 56 68 15 37 17 75 23 11 85 14 51 3 2 73 18 28 65 20 74 13 31 64 8 72 16 46 49 
73 60 87 59 44 16 81 32 40 75 0 67 34 88 14 23 80 3 65 64 50 8 62 36 4 70 11 77 27 45 12 19 5 52 7 43 20 66 42 86 17 72 13 39 90 63 6 9 47 74 2 29 21 76 53 92 83 85 35 89 78 56 69 33 51 49 71 61 91 18 82 54 31 57 41 84 10 24 26 79 46 30 28 58 1 25 68 22 55 48 37 15 38 
15 92 24 44 70 17 66 42 85 14 79 26 18 5 90 38 25 67 2 82 13 63 37 20 39 78 8 16 87 23 57 52 75 91 71 47 73 54 11 40 28 89 88 10 34 35 45 58 4 74 49 6 55 30 59 86 27 9 68 83 53 21 51 7 22 65 29 41 81 48 0 77 61 12 56 19 32 31 43 3 36 1 60 80 84 33 72 64 46 62 69 76 50 
92 41 33 21 59 91 45 44 40 32 0 66 78 82 52 25 88 79 63 84 26 39 29 7 36 42 1 58 86 12 80 38 83 24 70 89 19 67 10 55 50 76 90 35 62 30 5 60 27 81 47 57 43 71 9 87 34 77 53 6 4 22 69 61 17 54 56 68 15 37 48 75 23 11 85 14 51 3 2 73 18 28 65 20 74 13 31 64 8 72 16 46 49 
27 53 29 58 42 4 24 67 10 41 72 50 47 92 76 70 90 86 1 13 32 83 38 12 25 16 85 64 61 17 49 65 3 31 68 34 75 88 80 59 37 74 39 26 54 22 91 9 57 84 30 77 62 18 81 45 6 8 46 73 23 0 82 60 48 40 78 5 28 15 63 66 43 87 55 21 7 71 20 69 33 19 44 2 14 79 36 51 52 89 56 35 11 
86 67 63 70 4 84 60 33 35 21 92 69 62 24 40 72 43 57 54 17 76 38 5 82 79 44 36 37 55 88 45 80 30 15 0 7 78 34 18 56 1 23 31 11 61 10 46 49 14 65 59 28 20 91 22 26 47 85 12 77 68 83 29 48 25 81 13 66 16 51 42 52 2 75 73 64 8 58 6 27 74 87 90 9 19 89 3 53 50 39 41 32 71 
87 77 60 43 59 15 45 44 40 32 22 66 4 17 52 25 88 73 65 14 27 39 11 7 36 42 1 58 86 12 80 38 34 3 70 5 19 67 48 55 50 0 62 68 90 63 6 9 47 74 2 29 21 76 53 92 83 85 35 89 78 56 69 33 51 49 71 61 91 18 82 54 31 57 41 84 10 24 26 79 46 30 28 20 81 13 23 64 8 72 16 37 75 
92 41 33 21 59 91 45 44 40 32 79 26 18 5 90 38 25 67 2 82 13 63 37 20 36 42 1 58 86 12 80 88 83 24 70 89 19 0 10 55 50 76 52 35 62 30 84 60 27 81 47 57 43 71 9 87 34 77 53 6 4 22 69 61 17 54 56 68 15 29 48 75 23 11 85 14 51 3 39 73 78 28 65 7 74 66 31 64 8 72 16 46 49 
