4 72 38 14 15 91 20 36 85 9 71 13 54 42 21 12 80 27 28 77 49 40 25 32 45 39 52 19 68 7 2 70 33 84 58 81 53 63 66 24 55 16 11 8 69 46 86 23 67 87 6 1 73 76 17 90 5 41 48 51 64 10 57 82 59 47 89 61 78 30 22 88 74 60 29 62 75 0 50 35 83 3 37 43 18 79 44 56 92 65 31 34 26 
65 83 14 20 73 41 57 89 15 60 55 78 56 30 86 64 0 23 68 80 90 85 19 12 54 34 21 11 79 74 38 47 87 13 63 16 4 37 10 27 36 48 3 53 25 9 17 51 69 26 29 42 75 52 43 31 22 45 1 24 40 91 7 61 81 35 50 70 67 88 8 62 72 58 92 46 49 33 77 39 2 44 32 59 76 82 66 6 5 71 84 28 18 
36 27 45 24 83 90 68 55 71 87 5 19 51 61 16 54 40 11 77 86 30 47 14 44 57 78 75 43 79 60 82 46 17 31 0 62 74 3 33 21 67 84 4 65 56 23 2 50 13 10 29 80 64 41 39 34 91 76 81 1 73 63 18 20 6 69 38 7 88 53 22 72 89 49 42 58 12 37 25 15 70 48 59 35 26 32 52 66 92 28 9 85 8 
54 90 35 26 46 31 17 69 32 22 0 84 67 58 68 76 53 75 40 6 45 39 85 27 86 78 11 66 49 7 70 34 89 80 77 38 16 33 9 43 62 15 72 1 59 12 5 48 10 44 82 57 65 3 42 13 24 83 18 2 61 79 91 88 8 56 23 36 55 19 29 64 41 87 60 73 21 71 47 25 50 37 81 74 4 28 30 63 20 92 52 51 14 
16 49 37 44 33 48 1 7 28 60 17 8 31 58 83 62 55 4 71 0 74 19 73 53 42 11 79 88 43 30 91 89 66 72 77 46 56 75 85 32 23 82 69 10 81 21 78 86 25 68 70 40 13 52 63 84 2 80 59 54 35 20 65 12 5 27 15 92 64 87 34 6 61 26 45 39 18 57 90 24 14 67 9 38 3 50 22 76 36 29 47 51 41 
47 7 73 65 41 43 31 35 28 4 39 34 48 87 32 75 60 66 11 14 77 44 30 54 88 84 45 68 22 36 29 9 58 86 42 50 55 57 40 27 17 76 33 53 2 8 13 38 92 5 49 62 21 19 67 51 78 72 81 64 16 82 59 83 52 1 80 79 91 23 90 0 74 24 56 6 37 10 71 61 15 20 26 69 46 25 12 89 70 63 3 85 18 
56 74 83 14 15 11 20 55 85 30 65 90 54 86 21 12 80 23 34 89 73 64 78 60 41 79 0 19 68 57 38 47 87 13 63 16 4 37 10 27 36 48 3 53 25 9 17 51 69 26 29 42 75 52 43 31 22 45 1 24 40 91 7 61 81 35 50 70 67 88 8 62 72 58 92 46 49 33 77 39 2 44 32 59 76 82 66 6 5 71 84 28 18 
71 38 14 20 49 45 7 77 15 32 36 25 4 9 42 40 52 27 68 80 13 85 19 12 54 28 21 91 39 72 2 70 33 84 58 81 53 63 66 24 55 16 11 8 69 46 86 23 67 87 6 1 73 76 17 90 5 41 48 51 64 10 57 82 59 47 89 61 78 30 22 88 74 60 29 62 75 0 50 35 83 3 37 43 18 79 44 56 92 65 31 34 26 
23 21 13 85 67 43 81 27 88 10 2 79 63 70 50 92 6 17 84 57 31 18 68 38 12 40 65 77 33 28 82 52 56 24 59 54 30 42 4 61 1 90 26 69 41 74 14 80 75 25 22 11 3 39 62 8 20 37 16 91 53 32 5 49 73 48 36 44 83 15 60 34 72 47 87 7 9 0 71 86 76 45 51 89 58 29 35 55 64 78 19 66 46 
65 79 1 48 84 6 89 53 20 57 31 73 17 46 67 32 71 19 74 2 55 12 88 45 77 64 40 21 66 36 85 33 81 14 63 18 34 54 49 27 3 42 25 52 7 58 30 4 16 90 87 60 9 26 91 82 75 29 69 11 83 56 23 80 50 86 10 61 43 5 70 24 35 13 22 38 28 37 51 39 68 0 78 62 47 92 15 76 8 44 72 59 41 
81 38 5 23 53 0 6 80 27 26 29 36 49 63 88 75 90 79 25 4 83 52 76 54 60 22 65 1 37 56 34 74 67 92 12 28 57 50 70 17 85 16 30 66 2 48 7 20 45 14 47 78 46 64 86 24 89 19 11 68 51 18 77 31 3 40 82 43 62 84 73 59 55 39 13 33 8 69 21 35 91 58 61 42 44 72 32 87 15 9 71 10 41 
85 92 64 56 47 72 43 27 3 31 90 53 57 1 20 88 18 81 50 61 25 75 7 2 22 68 76 89 23 73 42 48 5 4 33 66 10 26 49 32 0 16 12 38 30 58 78 70 9 71 35 34 24 13 87 62 60 28 17 37 91 55 59 29 63 8 79 15 14 21 80 6 83 11 84 40 39 54 36 52 82 45 65 77 46 41 86 19 74 67 69 44 51 
65 83 14 20 75 41 57 89 15 60 36 78 56 30 43 64 0 51 68 80 90 85 19 12 54 34 21 3 79 74 38 47 26 84 58 81 53 63 66 24 55 16 11 8 69 46 86 23 67 87 6 1 73 76 17 31 22 45 42 27 40 91 7 61 48 35 50 70 25 88 4 62 72 37 92 9 49 33 77 39 2 44 32 59 52 82 10 29 5 71 13 28 18 
54 90 35 26 46 31 17 69 32 29 0 84 67 58 68 76 19 75 40 6 45 39 85 27 86 78 11 66 49 36 70 34 89 80 77 38 16 33 9 43 62 15 64 1 59 12 5 48 10 44 82 57 65 3 42 13 24 83 18 2 61 79 91 55 8 56 23 7 88 53 22 72 41 87 60 73 21 71 47 25 50 37 81 74 4 28 30 63 20 92 52 51 14 
47 7 73 65 41 43 31 35 28 4 39 34 48 87 32 75 60 66 11 14 77 44 30 54 88 84 56 68 22 36 29 9 58 86 42 50 55 57 40 27 17 76 33 53 2 8 13 38 92 5 49 62 21 19 67 51 78 72 81 64 16 82 59 83 52 1 80 79 91 23 90 6 61 26 45 0 37 10 71 74 15 20 24 69 46 25 12 89 70 63 3 85 18 
56 74 83 14 15 11 20 55 85 30 65 90 54 86 21 12 80 23 34 89 73 64 78 60 41 79 0 19 68 57 38 47 87 13 63 16 4 37 10 27 36 48 3 53 25 9 17 51 69 26 29 42 75 52 43 31 22 45 1 24 40 91 7 61 81 35 50 70 67 88 8 62 72 58 92 46 49 33 77 39 2 44 32 59 76 82 66 6 5 71 84 28 18 
71 38 14 20 49 45 7 77 15 32 36 25 4 9 42 40 52 27 68 80 13 85 19 12 54 28 21 91 39 72 2 70 33 84 58 81 53 63 66 24 55 16 11 8 69 46 86 23 67 87 6 1 73 76 17 90 5 41 48 51 64 10 57 82 59 47 89 61 78 30 22 88 74 60 29 62 75 0 50 35 83 3 37 43 18 79 44 56 92 65 31 34 26 
79 19 67 37 53 85 6 80 27 83 29 36 20 63 88 52 18 81 50 61 25 75 7 2 22 68 76 89 23 73 42 48 5 4 33 66 10 26 49 32 0 16 12 38 30 58 78 70 9 71 35 34 24 13 87 62 60 28 11 1 51 90 77 31 3 40 82 43 46 84 56 59 55 39 64 54 8 69 21 47 91 74 92 65 44 72 17 86 15 45 14 57 41 
57 30 77 67 78 20 6 19 45 48 86 28 43 49 33 40 42 55 70 72 16 26 85 50 5 91 27 46 8 68 81 24 69 76 14 80 74 17 52 44 73 75 1 53 83 29 32 18 63 13 38 60 65 88 23 36 2 21 0 7 84 9 41 11 10 82 35 39 79 87 51 4 12 71 54 66 62 47 59 31 34 64 25 56 92 58 22 15 37 90 61 3 89 
78 26 37 34 38 72 3 2 51 55 69 49 48 61 15 41 86 60 13 14 8 44 24 90 12 84 45 47 22 36 29 42 81 63 9 6 39 57 21 7 10 83 88 31 75 16 65 4 40 89 73 82 23 17 74 43 32 66 58 33 76 1 87 77 79 28 25 70 20 56 54 19 53 30 64 11 80 50 35 27 62 67 91 71 46 5 18 68 92 85 52 59 0 
4 89 83 53 75 6 44 64 43 46 54 2 28 24 35 10 60 56 37 59 40 52 0 65 17 69 78 19 57 51 85 11 73 50 91 16 48 47 34 20 32 39 82 14 58 23 21 7 55 70 27 87 63 71 49 29 72 5 90 38 76 42 62 12 8 80 36 30 81 9 3 88 18 79 1 92 15 68 41 33 25 86 31 61 84 45 66 67 13 22 74 26 77 
37 6 73 79 42 72 36 86 34 80 43 77 49 21 82 13 52 41 81 5 8 16 40 61 18 35 12 69 90 88 47 1 65 4 91 55 20 87 57 24 33 3 39 64 2 68 62 19 27 50 66 58 74 14 46 17 51 11 84 0 28 85 89 71 10 48 54 22 70 7 56 60 31 15 23 9 76 30 75 45 83 44 63 38 25 26 53 67 92 78 32 29 59 
0 35 17 60 41 92 13 51 22 20 37 7 32 64 10 15 81 74 62 68 56 39 49 11 16 50 18 1 82 63 26 76 65 59 70 73 55 23 72 77 89 85 9 42 43 71 48 3 45 31 19 21 57 2 14 86 38 88 87 53 54 84 78 66 34 27 30 80 47 46 28 79 52 67 33 90 24 44 12 8 25 4 58 40 83 69 36 75 5 61 91 29 6 
54 90 35 26 46 31 17 56 32 29 0 84 67 58 68 76 19 75 40 8 45 39 85 27 86 78 11 66 87 36 70 34 41 80 77 23 16 33 9 43 62 15 64 1 59 12 5 48 10 44 82 57 65 3 42 13 24 83 91 2 61 79 18 20 6 69 38 7 88 53 22 72 89 49 60 73 21 71 47 25 50 37 81 74 4 28 30 63 55 92 52 51 14 
16 49 37 44 33 48 1 7 28 60 17 8 31 58 83 62 55 4 71 0 74 19 73 53 42 11 79 88 43 30 91 89 66 72 77 46 56 75 85 32 23 82 69 10 81 21 78 86 25 68 70 40 13 52 63 84 2 80 59 54 35 20 65 12 5 27 15 92 64 87 34 6 61 26 45 39 18 57 90 24 14 67 9 38 3 50 22 76 36 29 47 51 41 
47 7 73 65 41 43 31 35 28 4 39 34 48 87 32 75 60 66 11 14 77 44 30 54 88 84 45 68 22 36 29 9 58 86 42 50 55 57 40 27 17 76 33 53 2 8 13 38 92 5 49 62 21 19 67 51 78 72 81 64 16 82 59 83 52 1 80 79 91 23 90 0 74 24 56 6 37 10 71 61 15 20 26 69 46 25 12 89 70 63 3 85 18 
71 38 14 20 73 41 57 89 15 60 55 78 5 30 86 64 18 23 68 80 84 85 19 12 54 28 21 11 47 74 83 79 0 13 63 16 4 37 10 27 36 48 3 53 25 9 17 51 69 26 29 42 75 52 43 31 22 45 1 24 40 91 7 61 81 35 50 70 67 88 8 62 72 58 92 46 49 33 77 39 2 44 32 59 76 82 66 6 56 65 90 34 87 
64 79 10 21 58 6 89 43 66 2 55 50 17 46 67 81 51 19 84 57 31 18 68 38 12 40 65 77 33 28 82 52 56 24 59 54 30 42 4 61 1 90 26 69 41 74 14 80 75 25 22 11 3 39 62 8 20 37 16 91 53 32 5 49 73 48 36 44 83 15 60 34 72 47 87 7 9 0 71 86 76 29 78 70 13 92 23 88 85 27 35 63 45 
81 38 5 23 53 0 59 73 27 26 29 13 49 63 88 75 90 91 25 4 55 35 76 69 60 22 61 1 37 56 34 74 67 92 12 28 57 50 70 17 85 16 30 66 2 48 7 20 58 62 47 78 46 64 86 24 89 19 8 68 51 18 42 31 3 33 79 15 14 21 80 6 83 11 84 40 39 54 36 52 82 45 65 77 44 72 32 87 43 9 71 10 41 
