57636.0 83723.0 
96352.0 50477.0 
57636.0 83723.0 
96352.0 50477.0 
59053.0 71836.0 
58976.0 81189.0 
70801.0 58496.0 
61116.0 68040.0 
92946.0 51193.0 
58186.0 82687.0 
76608.0 55191.0 
67635.0 61119.0 
60186.0 69707.0 
72277.0 57400.0 
72574.0 56864.0 
65621.0 62935.0 
82810.0 53496.0 
75421.0 55757.0 
88351.0 52084.0 
60943.0 68492.0 
62394.0 66276.0 
64030.0 64453.0 
70424.0 59080.0 
59527.0 71151.0 
71649.0 57606.0 
84540.0 53132.0 
95153.0 50699.0 
87413.0 52333.0 
66126.0 62896.0 
66546.0 62258.0 
89281.0 51929.0 
90522.0 51851.0 
93884.0 50944.0 
96236.0 50652.0 
82047.0 53563.0 
65003.0 63426.0 
62133.0 66685.0 
70039.0 59244.0 
58502.0 81874.0 
67020.0 61573.0 
80983.0 53924.0 
62777.0 65821.0 
74092.0 56628.0 
59746.0 70439.0 
63405.0 65243.0 
85478.0 52883.0 
83479.0 53314.0 
89591.0 51886.0 
94967.0 50897.0 
63221.0 65790.0 
64776.0 64145.0 
69178.0 59886.0 
83844.0 53231.0 
59226.0 71384.0 
61964.0 67150.0 
88054.0 52318.0 
80063.0 54142.0 
85150.0 52990.0 
93768.0 51119.0 
90790.0 51664.0 
60585.0 69002.0 
80179.0 53967.0 
66531.0 62418.0 
69411.0 59450.0 
73202.0 56658.0 
71416.0 58042.0 
58502.0 81874.0 
64658.0 64247.0 
61659.0 67370.0 
79241.0 54216.0 
92016.0 51348.0 
58013.0 83139.0 
74117.0 56260.0 
68903.0 60111.0 
74745.0 56054.0 
78613.0 54422.0 
63928.0 65035.0 
67020.0 61573.0 
60585.0 69002.0 
75932.0 55488.0 
59919.0 69987.0 
77937.0 54719.0 
77236.0 54985.0 
77236.0 54985.0 
77937.0 54719.0 
68486.0 60192.0 
86186.0 52722.0 
68253.0 60628.0 
67868.0 60683.0 
58976.0 81189.0 
91388.0 51554.0 
81495.0 53893.0 
91418.0 51458.0 
75932.0 55488.0 
86785.0 52539.0 
86785.0 52539.0 
61659.0 67370.0 
65003.0 63426.0 
86186.0 52722.0 
92016.0 51348.0 
